Airline,Flight_Number,Route,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,Delay_Minutes,Cancelled,Cancellation_Reason,Ticket_Price,Passenger_Count,Aircraft_Type,Distance_km,On_Time_Percent,Class,Loyalty_Member,Baggage_Allowance,Fuel_Surcharge,Gate,Terminal,Crew_Size
Lufthansa,,DOH-IST,AMS,ATL,2024-10-26 08:18,2024-10-26 15:28,-16,No,,95.15,29,B777,357,98.58,,Yes,,30.1,W33,T4,20
Delta Air Lines,9152,NBO-LOS,CDG,LHR,2024-12-31 15:32,2025-01-01 03:29,61,No,,373.89,23,A320,5018,88.07,First,No,2pc,23.19,U30,T1,15
American Airlines,7999,IST-LOS,ORD,FRA,2024-12-15 07:33,2024-12-15 13:50,3,-,,587.84,33,CRJ900,9003,94.31,Economy,No,1pc,38.2,U3,T3,4
Lufthansa,-,FRA-JFK,ATL,ATL,2020-11-07 07:45,2020-11-07 14:53,,No,,407.43,236,B737,12652,65.09,First,Yes,20kg,24.19,Z29,T4,13
Kenya Airways,6442,SIN-DOH,LHR,SIN,2020-11-24 04:42,2020-11-24 12:05,-32,No,,278.67,140,A320,14899,96.56,Business,Yes,23kg,37.85,A21,T2,9
Delta Air Lines,6280,LOS-SIN,ORD,ORD,2024-10-14 04:44,2024-10-14 06:45,94,No,,398.09,290,A380,14783,88.52,First,Yes,23kg,29.58,B8,T2,4
South African Airways,2151,IST-DXB,NBO,JFK,2020-11-09 18:23,2020-11-10 03:47,14,No,,717.78,97,,6053,87.46,Business,No,2pc,29.83,V15,T4,19
American Airlines,7140,LHR-DOH,JFK,SIN,2022-06-07 20:37,2022-06-08 01:35,-16,No,,174.97,47,A320,14492,100,First,No,20kg,15.09,U49,T3,17
South African Airways,7093,FRA-ATL,JFK,CDG,2024-07-22 03:43,2024-07-22 07:57,19,No,,,230,A350,1615,92.89,Business,No,23kg,30.6,R37,T2,10
American Airlines,9103,DOH-LOS,JFK,JFK,2022-12-04 08:44,2022-12-04 13:25,,No,,483.99,184,A320,1593,92.65,Business,Yes,23kg,18.54,F26,T2,16
Turkish Airlines,2357,LOS-SIN,ATL,LOS,-,2023-06-30 16:10,0,No,,,212,CRJ900,9787,69.35,Business,Yes,1pc,30.62,U13,T1,11
Emirates,1993,ATL-ORD,DOH,JFK,2022-03-31 15:27,2022-03-31 18:35,42,No,,300.43,14,A380,9918,87.07,Business,No,No,49.4,T5,T2,16
Turkish Airlines,7275,ORD-CDG,DOH,NBO,2023-04-05 01:47,2023-04-05 05:22,62,No,,264.73,255,B737,713,95.67,First,No,1pc,16.1,A24,T4,8
Emirates,2033,DOH-LOS,LOS,IST,2025-07-27 08:30,2025-07-27 15:47,-60,No,,292.96,119,A350,6828,92.18,,Yes,1pc,28.53,Q33,T4,9
United Airlines,6124,NBO-IST,CDG,DXB,2024-02-17 15:49,2024-02-18 03:10,-10,No,,456.41,3,B737,5446,91,Economy,No,2pc,23.65,A4,T1,18
Kenya Airways,5863,JFK-FRA,IST,ATL,2024-11-12 05:08,2024-11-12 15:53,57,No,,444.75,94,A350,12532,90.58,,Yes,23kg,19.6,H7,T2,16
Qatar Airways,3272,ORD-IST,LAX,CDG,2025-03-06 23:30,2025-03-07 07:46,-12,No,,768.94,53,A380,6637,76.09,First,Yes,1pc,22.09,V14,T4,11
Delta Air Lines,5721,JFK-LOS,CDG,FRA,2024-01-09 16:54,2024-01-09 21:20,31,No,,42.64,227,B737,12193,75.32,First,Yes,1pc,44.71,P42,T1,7
American Airlines,7252,NBO-SIN,LOS,LAX,2020-04-26 09:38,2020-04-26 17:05,-15,No,,701.58,109,B777,4055,100,Economy,No,No,47.36,R14,,19
United Airlines,1049,IST-JFK,LOS,NBO,2021-06-19 00:08,2021-06-19 09:07,-2,No,,309.1,232,B737,3082,73.98,First,No,20kg,19.54,J38,T3,8
Singapore Airlines,4002,LHR-LOS,AMS,ATL,2022-05-05 16:22,2022-05-05 23:01,-7,No,,331.88,109,A350,14341,78.73,Economy,No,2pc,34.01,T47,,7
Ethiopian Airlines,3901,NBO-LOS,DXB,FRA,2023-06-05 23:54,2023-06-06 06:33,40,No,,521.75,120,B777,3249,90.79,-,Yes,2pc,20.81,R41,T3,14
Lufthansa,1607,AMS-LOS,JFK,NBO,2021-03-22 22:25,2021-03-23 02:48,,No,,520.48,246,A380,11231,100,Business,No,1pc,23.22,P32,T1,11
Turkish Airlines,9743,LOS-JFK,CDG,DOH,2025-04-04 19:39,2025-04-04 23:19,23,No,,581.32,22,A320,6823,86.81,Business,No,No,9.51,Z8,T3,11
Qatar Airways,264,,ORD,LOS,2025-03-06 00:37,2025-03-06 10:36,18,No,,624.96,,CRJ900,8149,95.31,Business,Yes,23kg,51.32,U32,T2,12
Qatar Airways,3821,LHR-NBO,ORD,DXB,2025-10-16 05:05,2025-10-16 12:36,115,No,,342.03,2,A380,10115,81.68,Economy,No,2pc,40.98,D1,,8
,6867,AMS-FRA,DOH,LAX,2023-06-02 02:24,,84,No,,627.53,50,B777,1367,80.3,Business,Yes,20kg,23.48,G10,T2,4
Singapore Airlines,8885,SIN-CDG,CDG,DXB,2020-04-30 11:50,2020-04-30 21:43,-64.0,No,,224.17,148,B777,-,70.21,Economy,No,1pc,32.85,Q38,T1,10
British Airways,9406,SIN-DXB,IST,IST,2023-05-14 16:26,2023-05-14 18:35,-2,No,,288.94,289,A380,2090,100.0,First,Yes,No,26,F46,T1,12
South African Airways,850,ATL-LOS,SIN,ATL,2022-10-26 21:59,2022-10-27 05:43,112,No,,313.6,87,CRJ900,1460,57.92,First,Yes,20kg,39.46,A14,T3,4
,344,LHR-ATL,LOS,ATL,2022-01-08 03:11,2022-01-08 14:18,-7,No,Technical,244.67,211,B737,13540,76.57,Economy,No,,26.59,D14,T4,9
Turkish Airlines,4194,NBO-AMS,ATL,ATL,2020-06-02 03:24,2020-06-02 14:14,98,No,,361.97,80,A350,8250,79.29,First,No,No,28.05,O28,T3,16
,,ORD-IST,FRA,JFK,2024-01-16 10:50,2024-01-16 20:26,-2,No,,529.28,39,B777,8534,61.25,Economy,Yes,No,23.38,A27,T1,16
British Airways,1355,SIN-ATL,FRA,LAX,2022-04-14 11:06,2022-04-14 14:05,5,No,,480.27,282,B737,5717,85.23,Business,Yes,1pc,,,T4,7
Turkish Airlines,1028,ORD-LAX,LOS,LOS,2023-03-03 03:11,2023-03-03 07:47,,No,,227.36,80,A350,2068,74.5,Economy,No,2pc,52.09,D40,T2,20
American Airlines,2176,AMS-ORD,FRA,JFK,2020-03-03 20:40,2020-03-03 22:35,,No,,210.9,81,CRJ900,3144,87.45,Economy,No,No,27.16,D43,T4,
American Airlines,7285,ATL-LAX,JFK,FRA,2022-11-15 17:07,2022-11-16 00:12,11,No,,178.93,,A350,5895,77.39,First,No,20kg,27.04,D42,T3,4
Singapore Airlines,3058,NBO-LOS,CDG,DOH,2022-07-30 13:24,2022-07-30 22:47,34,No,,367.76,7,A320,10075,72.58,First,Yes,No,29.75,Z42,T1,9
Turkish Airlines,4730,JFK-LOS,IST,LOS,2022-08-24 02:03,2022-08-24 10:37,77,No,,33.83,0,CRJ900,11855,74.12,First,No,23kg,32.6,I29,,11
South African Airways,816,CDG-SIN,FRA,ATL,2022-05-21 00:09,2022-05-21 02:52,45,No,,171.88,212,B777,3007,100,Business,Yes,23kg,27.01,K8,,10
Delta Air Lines,5246,CDG-LOS,AMS,CDG,2024-03-07 09:47,2024-03-07 12:03,20,No,,258.24,39,B777,11366,,Economy,No,No,26.08,V34,T3,4
British Airways,5828,LOS-LAX,LAX,FRA,2025-10-28 18:16,2025-10-28 23:05,81,No,,561.07,106,B777,7640,72.42,First,Yes,20kg,30.83,,T1,12
Emirates,9969,IST-AMS,JFK,LOS,2020-11-01 03:37,2020-11-01 08:54,50,No,,323.57,268,B737,3125,82.53,Economy,No,2pc,12.49,B19,,17
Ethiopian Airlines,4101,SIN-JFK,IST,ATL,2021-12-09 05:44,2021-12-09 11:07,-14,No,,551.17,195,A320,13250,90.74,Economy,Yes,20kg,24.53,W43,T2,19
Emirates,4890,NBO-DXB,CDG,DOH,2021-02-21 12:30,2021-02-21 19:00,94,No,,387.51,171,A380,9730,82.39,Economy,Yes,23kg,9.99,O9,T4,15
Lufthansa,2225,DXB-IST,CDG,AMS,2022-07-22 13:26,2022-07-22 17:27,40,No,,255.14,138,B777,1464,100,Business,No,23kg,25.07,A47,T2,8
United Airlines,6617,ATL-CDG,FRA,AMS,2023-10-08 16:43,2023-10-09 02:52,6,No,,263.37,218,CRJ900,6842,78.2,Business,Yes,20kg,20.52,B38,,5
South African Airways,7943,FRA-NBO,ORD,AMS,2022-09-23 21:40,2022-09-23 23:06,-65,No,,116.79,206,A350,9978,84.43,Business,Yes,1PC,,Z49,T1,6
British Airways,2105,LHR-ATL,NBO,LOS,2022-04-17 01:24,2022-04-17 06:59,-40,No,,830.64,27,B737,4970,88.72,Business,Yes,2pc,-,B34,T3,10
Delta Air Lines,1358,JFK-DXB,SIN,ATL,2023-07-18 20:49,2023-07-19 08:40,83,No,,572.1,87,A320,2487,92.68,Economy,No,2pc,26.34,E24,T4,16
Ethiopian Airlines,1351,DOH-LOS,NBO,SIN,2025-02-22 14:30,2025-02-22 20:28,84,No,,470.75,160,A380,12697,86.53,,No,2pc,8.52,Q48,T1,-
American_Airlines,4199,LAX-CDG,ORD,LHR,,2025-06-28 18:33,18,No,,89.34,43,B777,,94.11,Economy,Yes,,40.22,,T2,12
Emirates,9007,LOS-IST,LOS,ORD,2020-10-04 09:42,2020-10-04 18:41,-55,No,,259.67,138,A350,2342,94.86,Business,Yes,1pc,19.14,Z24,,19
British Airways,3472,DOH-ORD,JFK,LHR,2021-08-06 21:30,,-28,No,,154.93,127,B777,14623,63.17,First,Yes,23gk,25.17,M11,,9
Singapore Airlines,8208,IST-CDG,LOS,NBO,2023-10-04 08:46,2023-10-04 17:23,-49,No,,375.51,174,A350,14095,100,First,Yes,23kg,37.78,Y19,,12
Ethiopian Airlines,5948,JFK-NBO,NBO,NBO,2021-10-18 18:25,2021-10-19 02:55,-,No,,164.54,277,B737,10143,100,Economy,,20kg,37.82,H47,T4,18
Air France,3709,LOS-DXB,IST,NBO,2023-06-19 00:49,,96,No,,215.94,21,A380,2527,78.28,Economy,No,No,18.89,P9,T3,11
Qatar Airways,7366,NBO-LHR,CDG,LAX,2024-02-14 03:58,2024-02-14 10:48,97,No,,169.77,141,CRJ900,5904,100,Economy,No,1pc,35.27,X34,T2,14
Ethiopian Airlines,5059,LHR-AMS,IST,SIN,2024-05-23 17:08,2024-05-24 05:02,-29,No,,302.05,241,B737,4242,100,-,Yes,20kg,18.51,D27,,6
Turkish Airlines,6111,LOS-LAX,CDG,SIN,2023-03-07 16:45,2023-03-08 00:24,,No,,364.28,42,B737,9150,74.79,Economy,Yes,No,32.32,L17,,20
United Airlines,9134,DXB-CDG,AMS,NBO,2020-06-23 15:00,2020-06-23 20:12,-36,No,,307.35,32,B777,4414,71.1,First,Yes,No,22.16,J12,T3,14
Air France,4895,NBO-ORD,DXB,DXB,2024-05-19 21:17,2024-05-20 05:55,14,No,,656.58,285,A380,1358,100,First,Yes,23kg,19.85,A6,T4,12
Kenya Airways,4101,CDG-JFK,IST,JFK,2021-05-08 21:50,2021-05-09 07:08,80,No,,512.22,15,B737,9243,100,Economy,No,No,30.35,L30,T4,10
American Airlines,8731,DOH-SIN,LOS,LOS,2020-07-22 20:45,,58,No,,193.39,16,CRJ900,7459,100,Economy,No,2pc,22.76,C36,,14
United Airlines,4483,,IST,LAX,,2022-08-24 21:04,47,,,415.12,155,A350,5612,100,Business,No,20kg,50.19,Z23,T1,5
Singapore Airlines,5324,FRA-LHR,ATL,,2024-04-23 13:23,2024-04-23 22:43,7,No,,209.87,173,A380,13153,61.29,First,No,2pc,23.82,L14,T1,14
Qatar Airways,8970,IST-ATL,JFK,JFK,2023-06-07 06:34,2023-06-07 17:31,65,No,,270.98,,B777,14307,96.45,Business,Yes,No,18.08,P4,T1,16
KLM,8348,LOS-SIN,FRA,IST,2021-02-25 10:47,2021-02-25 14:32,40,Yes,,445.84,42,A320,8038,77.52,First,No,2pc,21.01,X9,T4,15
KLM,1810,DOH-LHR,LAX,CDG,2024-06-16 21:36,2024-06-17 05:30,31,No,,483.13,161,A380,6594,79.17,Economy,Yes,23kg,29.83,E13,T3,6
Emirates,984,SIN-CDG,AMS,SIN,2024-11-01 19:16,2024-11-02 03:57,10,No,,232.51,124,CRJ900,1619,70.16,Economy,No,1pc,31.12,P16,T1,14
British Airways,5779,JFK-SIN,IST,LHR,2020-03-30 22:31,2020-03-31 01:24,27,No,,129.03,35,CRJ900,8227,99.39,Business,No,No,33.1,B12,T3,17
Emirates,6831,AMS-LOS,ORD,LOS,2021-06-23 18:47,2021-06-24 02:59,26,No,,367.54,57,B737,6839,90.15,Business,,No,39.12,I6,T3,8
KLM,8066,LOS-DOH,AMS,DXB,2021-08-21 21:29,2021-08-22 04:24,,No,,436.92,292,A380,6333,93.29,Economy,No,No,13.29,Y21,T1,7
American Airlines,4683,LAX-DXB,IST,IST,2021-09-15 15:16,2021-09-15 19:42,-6,No,,222.34,167,A350,11335,81.93,First,Yes,1pc,39.57,S38,T2,19
South African Airways,1385,DOH-SIN,FRA,ATL,2020-06-28 01:01,2020-06-28 05:55,-15,No,,513.31,208,A320,8139,71.76,First,Yes,2pc,20.86,H22,T4,10
Qatar Airways,3435,LOS-ORD,ORD,JFK,2022-02-14 03:20,2022-02-14 11:41,-24,No,,477.86,29,B777,,57.32,Economy,No,-,34.02,Q9,,7
American Airlines,2346,NBO-IST,IST,LHR,2020-04-12 17:57,2020-04-13 00:51,-22,No,,219.43,77,CRJ900,2819,95.86,Economy,Yes,20kg,47.21,G28,,19
Air France,8635,DXB-LAX,LAX,NBO,2023-11-19 03:16,2023-11-19 12:50,7,No,,576.03,246,B737,11175,87.88,Economy,Yes,20kg,22.02,I30,,11
American Airlines,3877,NBO-DXB,ATL,SIN,2020-06-06 01:58,2020-06-06 06:25,0,No,,582.15,207,A380,4432,77,Economy,Yes,20kg,21.6,B43,T2,15
British Airways,5096,CDG-ORD,DXB,SIN,2023-01-24 15:30,2023-01-24 18:34,-9,No,,763.53,97,CRJ900,14336,80.82,First,No,23kg,19.76,B30,T1,7
United Airlines,9159,LAX-IST,IST,AMS,2021-09-10 14:42,2021-09-10 17:59,-12,No,,692.35,140,A380,6164,64.27,First,No,20kg,26.62,B45,,9
Air France,,JFK-ATL,FRA,CDG,2022-05-01 05:14,2022-05-01 11:52,26,No,,169.48,253,A320,13973,91.62,Economy,No,No,42.65,M9,T2,13
South African Airways,2111,CDG-AMS,ORD,SIN,2023-02-18 10:18,2023-02-18 20:14,70,No,,535,248,A380,8732,95.96,Economy,No,No,18.86,L50,T1,15
Qatar Airways,6201,ATL-LHR,DOH,NBO,2023-12-13 06:38,2023-12-13 08:45,14,No,,525.93,223,A350,14915,69.36,Business,Yes,2pc,25.06,O37,,8
Ethiopian Airlines,2425,ORD-JFK,CDG,JFK,2024-04-18 08:57,2024-04-18 19:29,11,No,,280.3,,A350,13606,85.45,,No,1pc,39.76,Z50,T3,11
Lufthansa,687,-,JFK,DXB,2023-05-18 06:09,2023-05-18 16:09,-22,No,,440.98,25,A350,,81.9,Economy,No,-,36.24,U18,T2,13
British Airways,,LAX-JFK,LHR,IST,2025-05-28 03:35,2025-05-28 10:57,,No,,25.52,167,A380,14333,91.09,Economy,No,2pc,25,S24,T2,8
Ethiopian Airlines,7313,DOH-LOS,FRA,LOS,2021-01-19 20:37,2021-01-19 21:55,62,Yes,,,131,B737,14562,76.09,Business,Yes,23kg,27.89,I1,T2,5
Delta Air Lines,7534,LAX-DOH,ATL,LOS,2025-10-17 08:02,2025-10-17 16:31,56,No,,7.07,257,B777,4059,100,First,Yes,No,39.16,R24,T2,20
American Airlines,1971,LHR-ORD,ORD,DXB,2020-04-04 22:57,2020-04-05 01:10,53,No,,427.85,170,B737,7343,96.87,Economy,Yes,20kg,45.82,L17,,4
Qatar Airways,448,DXB-LOS,ATL,ATL,2022-01-21 16:12,,52,No,,437.3,192,B777,7292,100,Economy,No,1pc,47.01,Y8,T2,16
Air France,8274,NBO-DOH,ATL,NBO,2023-03-03 05:08,2023-03-03 10:43,32,No,,295.22,76,B777,430,99.41,Business,Yes,20kg,43.8,V37,T4,7
American Airlines,653,NBO-SIN,ORD,LHR,2024-02-27 14:34,2024-02-27 16:21,31,No,,694.23,162,B737,8386,76.03,Business,-,1pc,23.3,N10,,5
KLM,4528,AMS-NBO,AMS,JFK,2025-01-19 15:06,2025-01-19 19:36,24,No,,547.42,241,B737,9789,89.3,Economy,No,1pc,48.19,F4,T4,17
Lufthansa,4654,JFK-LAX,JFK,CDG,2023-10-17 23:52,2023-10-18 11:42,-1,No,,30.34,179,A320,9368,100,Economy,No,20kg,22.61,U31,,18
Air France,9737,FRA-LHR,JFK,LAX,2021-07-05 17:35,2021-07-06 04:56,18,No,,315.61,4.0,B737,3743,68.56,First,No,2pc,13.49,V7,T4,4
Turkish Airlines,-,IST-AMS,DOH,JFK,2024-01-14 11:25,2024-01-14 21:24,23,No,,162.06,139,A350,4048,87.92,Economy,No,20kg,31.12,Y6,,19
Ethiopian Airlines,5021,SIN-LOS,DOH,LAX,2024-12-28 08:57,2024-12-28 13:07,,-,,432.8,86,A380,11060,64.59,First,No,2pc,44.76,X50,T2,11
Lufthansa,1484,IST-DOH,FRA,DXB,2024-09-08 22:25,2024-09-09 04:39,19,No,,343.88,91,A320,4830,77.15,Business,Yes,2pc,36.64,M26,,
Kenya Airways,1078,DOH-LHR,LAX,LHR,2022-12-22 15:59,2022-12-23 02:21,99,No,,173.4,158,B737,980,87.18,Business,Yes,20kg,29.26,T40,T3,8
Singapore Airlines,4672,DXB-AMS,DXB,ATL,,,-33,,,688.89,205,CRJ900,8617,62.47,First,No,23kg,32.91,Q23,T1,17
Air France,6390,IST-DXB,LAX,LAX,,2021-05-23 03:19,45,No,,361.48,133,A380,3493,95.62,Economy,No,20kg,35.32,,T2,5
Emirates,8215,ORD-SIN,DXB,LOS,2022-03-14 15:04,2022-03-14 18:53,13,No,,266.79,29,B777,12210,100,Business,No,2pc,31.48,J18,T3,7
British Airways,408,JFK-DOH,LAX,LOS,2020-10-07 20:06,2020-10-08 04:53,15,No,,299.37,198,B777,13530,66.01,Business,Yes,23kg,27.05,I1,T1,16
KLM,6368,CDG-NBO,CDG,ATL,2022-06-04 16:18,2022-06-04 17:31,-17,No,,673.73,134,B777,13350,80.93,Business,No,1pc,22.59,J9,T1,12
Lufthansa,6402,DXB-CDG,DXB,AMS,2020-03-26 06:51,,55,No,,532.25,256,B737,3386,69.09,Business,Yes,1pc,31.12,U43,,10
Singapore Airlines,7374,AMS-LHR,IST,LAX,2023-04-16 00:25,2023-04-16 04:33,41,NO,,317.53,212,A350,7931,76.78,First,No,No,28.77,L36,T1,11
KLM,827,ORD-DXB,IST,AMS,2020-06-03 06:15,2020-06-03 09:49,48,No,,151.58,,A320,8576,65.35,Business,No,1pc,30.04,U4,T4,14
Emirates,3777,DOH-NBO,NBO,LHR,,2021-05-21 13:41,21,No,,182.76,251,A350,3774,97.67,Business,Yes,23kg,40.46,U13,T1,7
Singapore Airlines,3470,LOS-DOH,FRA,DOH,2024-11-12 22:39,2024-11-13 07:29,2,No,,253.57,,A320,6628,92.83,First,No,No,27.52,J28,,5
American Airlines,6314,LOS-JFK,NBO,LOS,2021-10-27 20:45,2021-10-27 22:59,12,No,,,132,A380,14131,92.99,,No,2pc,27.92,G39,,8
Singapore Airlines,3121,AMS-LAX,DOH,IST,2021-11-18 17:07,2021-11-18 22:43,32,No,,501.31,54,B777,10612,92.79,First,No,20kg,31.9,S46,T4,12
South African Airways,,SIN-LAX,DOH,FRA,2025-07-04 08:08,2025-07-04 19:52,-65,No,,204.89,265,CRJ900,2041,100,First,No,20kg,56.26,N14,T1,16
Air France,8824,NBO-LHR,NBO,FRA,2021-11-30 09:34,2021-11-30 16:16,49,No,,510.15,81,A350,5961,87.55,Business,No,1pc,19.08,X20,T3,5
Kenya Airways,956,IST-DOH,CDG,LAX,2025-10-06 12:37,2025-10-06 20:41,112,No,,168.28,255,A350,13851,78.13,First,Yes,No,40.92,P20,T2,19
Qatar Airways,5099,DOH-IST,FRA,NBO,2021-10-04 06:58,2021-10-04 17:28,,No,,227.65,255,B777,10595,100,Economy,Yes,20kg,27.01,W14,T3,14
United Airlines,612,LAX-LHR,LAX,NBO,2022-04-16 00:19,2022-04-16 09:49,3,No,,60.1,55,B777,9642,100,Economy,No,No,29.39,T4,T2,18
Delta Air Lines,8972,LHR-DOH,IST,DOH,2025-07-17 09:52,2025-07-17 13:53,8,No,,54.14,59,A350,3190,92.04,Economy,Yes,No,16.88,N5,T4,6
Kenya Airways,5798,DXB-JFK,CDG,NBO,2023-06-26 07:04,2023-06-26 15:41,43,No,,166.11,153,CRJ900,14157,78.23,First,No,20kg,48.8,Y48,T4,10
Air France,525,LAX-NBO,ATL,NBO,2024-05-13 17:01,2024-05-13 19:04,4,No,,344.85,287,B737,6574,100,Business,Yes,1pc,32.23,I34,T3,6
Kenya Airways,5608,LAX-ORD,LHR,LOS,2020-03-03 07:12,2020-03-03 12:31,49,No,,151.2,285,B737,6993,54.97,First,No,2pc,36.59,B40,T1,20
American Airlines,4401,SIN-LOS,FRA,SIN,2025-10-20 12:29,2025-10-20 16:41,8,No,,649.62,49,A350,8759,100,First,No,1pc,15.01,A40,T4,18
KLM,9782,ATL-LAX,,JFK,,2020-01-29 03:22,83,No,,163.5,195,B777,6848,98.56,,Yes,No,23.58,J2,,7
Air France,,LOS-CDG,LHR,AMS,2024-01-12 23:14,2024-01-13 10:29,,No,,386.79,28,A380,6467,72.99,Business,Yes,No,34.12,R25,,16
British Airways,548,JFK-FRA,LHR,AMS,2021-02-15 02:03,2021-02-15 09:48,1,No,,614.05,188,B777,10758,75.49,First,No,2pc,28.39,W14,T1,11
Kenya Airways,5686,NBO-JFK,DXB,CDG,2025-07-04 07:31,,11,No,,368.5,284,A380,8681,76.8,Economy,No,1pc,34.47,G4,T2,7
Kenya Airways,7211,LOS-LHR,CDG,DXB,2021-06-22 02:46,2021-06-22 10:55,14,No,,277.22,10,A350,586,100,First,Yes,No,,Z1,T3,5
American Airlines,7104,ORD-LOS,SIN,ORD,2025-02-10 16:23,2025-02-11 04:16,14,No,,379.4,38,A320,9081,97.43,Economy,Yes,1pc,35.05,O44,T3,4
,1035,IST-LOS,LHR,LOS,2020-01-27 07:06,2020-01-27 15:19,-22,No,,237.65,290,B777,562,100,Business,No,20kg,25.51,O33,,8
United Airlines,1889,DOH-SIN,LHR,SIN,2021-11-26 05:30,2021-11-26 13:13,-28,No,,149.84,255,A380,8086,94.8,Business,No,23kg,23.49,Q36,T3,14
KLM,9165,FRA-SIN,ORD,ORD,2022-02-23 03:35,,64,No,,472.54,169,B737,9847,84.26,Business,Yes,1pc,22.35,Y41,T3,13
KLM,6458,JFK-ORD,LOS,,2025-03-05 01:24,2025-03-05 04:15,58,No,,233.38,181,A320,6249,100,Economy,No,No,25.72,Y38,T2,5
Ethiopian Airlines,4809,SIN-LHR,AMS,DXB,2022-08-07 00:43,2022-08-07 07:57,57,No,,537.35,250,B777,7033,100,Economy,Yes,23kg,26.15,G32,T2,14
Turkish Airlines,8861,LOS-NBO,LOS,AMS,2025-06-19 22:11,2025-06-20 00:09,12,No,,509.25,21,A350,5703,72.46,Business,Yes,No,31.19,Q38,,20
American Airlines,7694,DOH-ATL,IST,NBO,2022-05-05 13:42,2022-05-05 15:24,,No,,383.26,285,A320,4108,92.7,Business,Yes,2pc,35.28,H34,T2,19
Ethiopian Airlines,7044,ORD-ATL,LOS,LAX,2023-08-09 17:19,2023-08-09 21:45,14,No,,544.18,87,B777,1033,78.78,Economy,No,20kg,34.35,Y46,T2,
United Airlines,9481,ATL-LOS,ATL,IST,2023-03-15 16:02,2023-03-15 21:57,49,No,,241.19,205,A320,613,94.64,First,No,23kg,31.32,A4,T1,9
American Airlines,9411,LOS-JFK,FRA,JFK,2022-12-19 09:38,2022-12-19 12:35,-40,No,,506.76,251,B737,1010,81.86,First,No,No,32.01,,T1,10
Qatar Airways,8601,LHR-IST,LHR,IST,2023-11-27 01:22,2023-11-27 11:13,5,No,,505.71,280,,3254,55.11,First,No,No,55.36,O44,T3,7
Emirates,4361,FRA-LOS,JFK,LHR,2022-02-21 22:23,2022-02-22 03:04,8,No,,289.72,195,CRJ900,13496,100,First,Yes,No,22.78,A33,T3,11
Qatar Airways,2763,NBO-LOS,IST,LHR,2021-11-08 22:50,2021-11-09 02:35,12,No,,264.06,166,CRJ900,2544,100,Business,Yes,23kg,29.63,T38,T2,17
Emirates,6347,JFK-LOS,LOS,LOS,2023-12-20 23:31,2023-12-21 11:13,-38,No,,415.81,23,B737,8138,100,Business,No,2pc,12.15,E4,,15
Turkish Airlines,7756,CDG-LHR,JFK,LOS,2022-07-27 17:34,2022-07-27 21:09,43,No,,743.65,134,CRJ900,6173,58.44,First,No,No,26.17,H17,,10
Singapore Airlines,4003,FRA-IST,LHR,AMS,2025-10-04 23:24,2025-10-05 03:27,56,No,,303.55,138,A380,421,90.27,Economy,No,23kg,21.01,V30,,11
KLM,2260,LOS-DXB,NBO,NBO,2024-06-05 13:34,2024-06-05 16:03,-14,No,,259.85,148,,10291,76.69,First,No,1pc,22.7,E46,,9
American Airlines,348,DOH-IST,LOS,AMS,2025-04-21 11:26,2025-04-21 13:59,-30,No,,585.68,46,A350,3504,100,First,No,1pc,18.14,B37,T4,15
Emirates,4698,FRA-ATL,LOS,,2023-05-18 21:50,2023-05-18 23:02,,No,,363.63,153,A350,11536,84.38,Economy,No,1pc,16.48,Q33,T4,20
Singapore Airlines,4595,LHR-AMS,FRA,LOS,2024-12-20 22:31,2024-12-21 06:48,34,No,,523.2,142,CRJ900,6903,-,Business,Yes,1pc,31.22,R7,T1,20
KLM,1501,LHR-DXB,NBO,IST,2020-11-13 20:56,2020-11-14 06:53,-8,No,,644.93,70,B777,10997,69.17,Business,No,1pc,37.1,M17,,10
Ethiopian Airlines,4194,,SIN,AMS,2020-01-23 19:52,2020-01-24 06:38,9.0,No,,31.4,133,A320,13540,80.12,First,No,No,22.28,D6,T4,6
Air France,8993,AMS-DOH,LOS,CDG,2024-05-08 05:13,2024-05-08 08:42,-27,No,,342.48,74,CRJ900,458,96.3,First,No,No,9.72,B21,,16
Lufthansa,4946,DOH-AMS,LOS,CDG,2025-08-19 20:48,2025-08-20 08:47,94,No,,304.04,207,CRJ900,4802,66.3,Business,Yes,20kg,31.11,Y35,T3,17
South African Airways,5630,ORD-NBO,LAX,DXB,2023-03-08 16:35,2023-03-08 17:42,17,No,,157.53,252,A350,7906,64.93,First,Yes,1pc,34.69,B26,T1,19
Ethiopian Airlines,9456,NBO-LOS,DXB,AMS,2024-10-10 09:16,2024-10-10 10:44,60,No,,33.73,9,A320,14515,67.41,First,No,2pc,36.74,Y27,T1,4
,6565,FRA-AMS,LHR,DXB,2025-07-04 05:19,2025-07-04 11:14,,No,,31.7,271,CRJ900,293,78.56,Economy,No,23kg,19.79,Y3,T2,20
Turkish Airlines,732,LOS-DXB,DXB,LHR,2025-01-18 18:53,2025-01-19 06:32,34,No,,370.87,275,A320,10338,94.16,Business,Yes,20kg,23.94,L21,T1,13
Turkish Airlines,4593,AMS-FRA,LOS,LOS,2025-03-07 06:04,2025-03-07 12:43,13,No,,243.19,31,A350,2745,86.52,First,No,20kg,18.9,R6,T2,12
